date,commentaire,startDate,endDate,evenement
1328,,1328.0,1328.0,Février 1328 : Épidémie particulièrement meurtrière.
1342,,1342.0,1342.0,"<time class=""nowrap date-lien"" datetime=""1342-03-28"" data-sort-value=""1342-03-28"">20 mars 1342</time> : Institution de la gabelle, impôt sur le sel qui suscite de très vives résistances."
1345,,1345.0,1345.0,"Après 182 années de travaux, la cathédrale Notre-Dame de Paris est achevée."
1348,,1348.0,1348.0,"Interdiction royale de balayer les rues après de fortes pluies afin de limiter le rejet des ordures à la Seine, principale source d’eau potable utilisée par les Parisiens."
1349,,1349.0,1349.0,"Mai 1349 : Au paroxysme de l’épidémie de peste noire, le Conseil royal quitte la ville."
1350,,1350.0,1350.0,"<time class=""nowrap date-lien"" datetime=""1357-07-15"" data-sort-value=""1357-07-15"">7 juillet 1357</time> : Achat par Étienne Marcel, prévôt des marchands depuis 1355, de la maison aux piliers de la place de Grève afin d’y installer la municipalité."
1358,,1358.0,1358.0,"<time class=""nowrap date-lien"" datetime=""1358-08-18"" data-sort-value=""1358-08-18"">10 août 1358</time> : Après quelques exécutions de partisans d’Étienne Marcel, une amnistie est proclamée."
1360,,1360.0,1360.0,"<time class=""nowrap date-lien"" datetime=""1360-05-21"" data-sort-value=""1360-05-21"">13 mai 1360</time> : Signature d’une convention entre les bourgeois de Paris et les Anglais pour le rachat de dix places fortes qui gênent les communications et le ravitaillement de la ville."
1360-1363,,1360.0,1363.0,Épidémie de peste.
1363,,1363.0,1363.0,La paupérisation s’accentue et le nombre de mendiants errants dans les rues de Paris devient important.
1364,,1364.0,1364.0,"Charles V le Sage est couronné roi de France et abandonne l’hôtel Saint-Pol dans le quartier du Marais, siège traditionnel du pouvoir, pour s’installer au Louvre qu’il fait rénover."
1365,,1365.0,1365.0,Population de Paris estimée à 275 000 habitants.
1368,,1368.0,1368.0,Nouveau détournement de la Bièvre qui se jette désormais dans la Seine au niveau du Château de la Tournelle. La partie de la rivière restée à Paris est transformée en égout.
1370,,1370.0,1370.0,"<time class=""nowrap date-lien"" datetime=""1370-04-30"" data-sort-value=""1370-04-30"">22 avril 1370</time> : Pose de la première pierre de la Bastille :"
1372,,1372.0,1372.0,"Jeanne Daubenton, membre très active des [Turlupins] est brûlée vive en place de Grève. Les Turlupins sont les héritiers des adamistes qui prêchent pour le dénuement et la nudité. Ce mouvement est excommunié cette même année par le pape Grégoire XI."
1373,,1373.0,1373.0,Crue importante de la Seine.
1374,,1374.0,1374.0,Crue de la Seine.
1378,,1378.0,1378.0,Construction du pont Saint-Michel d’abord appelé pont Neuf :
1380,,1380.0,1380.0,Fin des travaux de l’enceinte dite de Charles V qui protège 439 hectares.
1382,,1382.0,1382.0,Révolte des Maillotins
1383,,1383.0,1383.0,Été 1383 : Canicule.
1386,,1386.0,1386.0,"Dernier duel judiciaire entre Jean de Carrouges et Jacques Le Gris <span title=""Équivalent de l’article « Jacques Le Gris » dans une autre langue"">(en)</span> à Saint Martin des Champs"
1389,,1389.0,1389.0,"20 juin, Couronnement et entrée à Paris de la reine Isabeau de Bavière"
1392,,1392.0,1392.0,"Le 13 juin, le connétable Olivier de Clisson est assassiné par Pierre de Craon à l'entrée de la rue Culture-Sainte-Catherine. Grièvement blessé, il survivra."
1395,,1395.0,1395.0,"Autorisé depuis 1322, le travail de nuit est à nouveau strictement interdit à Paris."
1397,,1397.0,1397.0,"<time class=""nowrap date-lien"" datetime=""1397-06-30"" data-sort-value=""1397-06-30"">22 juin 1397</time> : Le prévôt de Paris interdit la pratique du jeu de paume tous les jours, sauf le dimanche « parce que plusieurs gens de métier et autres du petit peuple quittaient leur ouvrage et leur famille pendant les jours ouvrables, ce qui était fort préjudiciable pour le bon ordre public ». Encore une fois, les joueurs ne tiennent aucun compte de cet interdit et des parties ont lieu tous les jours, au grand désespoir des autorités municipales."
1405,,1405.0,1405.0,Jean sans Peur entre dans Paris et fait rendre aux bourgeois leurs armes et leurs chaînes.
1406,,1406.0,1406.0,Les inondations emportent le pont de Planches-Mibray
1407,,1407.0,1407.0,"<time class=""nowrap date-lien"" datetime=""1407-12-02"" data-sort-value=""1407-12-02"">23 novembre 1407</time>, Sortant de l'hôtel Barbette, le duc d'Orléans est assassiné devant l'actuel hôtel Amelot de Bisseuil. Cet évènement marque le début de la guerre civile entre Armagnacs et Bourguignons."
1407-1408,,1407.0,1408.0,"Hiver rigoureux et long du 10 novembre au 10 avril, l’un des plus froids du Moyen Âge. 66 jours de gelées à Paris. La Seine gèle. Le pont bâti du Petit-Châtelet, le pont Saint-Michel construits en bois ainsi que les maisons du Grand-Pont, sont emportés par les glaces charriées par une crue de la Seine en janvier 1407. Disette."
1411,,1411.0,1411.0,30 juin : Orage épouvantable
1413,,1413.0,1413.0,Révolte des Cabochiens.
1417-1439,,1417.0,1439.0,Étés généralement plus chauds. Vendanges précoces dès la fin août.
1418,,1418.0,1418.0,"Perrinet-Leclerc introduit les Bourguignons dans Paris, par la porte de Buci, qui avaient fait alliance avec les Anglais. 18 000 personnes sont égorgées dans les jours suivants."
1419-1420,,1419.0,1420.0,Hiver rigoureux et long. Abondante chute de neige. Les loups à Paris.
1420,,1420.0,1420.0,"Siège de Paris par Henri V d'Angleterre, qui entre dans Paris, le 1er décembre, ruiné, dévasté et désolé par la disette. La capitale restera 16 ans aux mains des Anglais ou de leurs alliés."
1421,,1421.0,1421.0,Hiver rigoureux et long amenant une famine atroce. On ne rencontre dans les rues que des gens expirant de froid et de faim.
1422,,1422.0,1422.0,"21 octobre, Charles VI meurt à l'hôtel Saint-Paul."
1426,,1426.0,1426.0,Inondation qui fera chuter le pont Notre-Dame deux ans plus tard
1427,,1427.0,1427.0,Siège de Paris par Charles VII de France
1428,,1428.0,1428.0,Épidémie de peste. La population chute à 100 000 habitants.
1429,,1429.0,1429.0,Siège de Paris par Jeanne d'Arc
1431,,1431.0,1431.0,"Le 16 décembre, Henri VI d'Angleterre est sacré et couronné roi de France à la Cathédrale Notre-Dame de Paris"
1435,,1435.0,1435.0,"Siège de Paris mené victorieusement par Ambroise de Loré, maréchal de Charles VII"
1437-1438,,1437.0,1438.0,"Épidémie de peste qui emporte plus de 50 000 personnes en 6 mois, suivie d'une terrible famine."
1457,,1457.0,1457.0,Le prévôt des marchands fait réparer l'aqueduc de Belleville
1461,,1461.0,1461.0,"31 août, entrée du roi Louis XI de France dans la ville qui y séjourna longtemps après la bataille de Monthléry"
1462,,1462.0,1462.0,Siège de Paris par Philippe III de Bourgogne
1465,,1465.0,1465.0,Siège de Paris lors de la guerre du Bien public
1466,,1466.0,1466.0,Épidémie de peste
1467,,1467.0,1467.0,Les chaleurs de l'été causèrent une maladie contagieuse qui tua tant de monde que Louis XI rendit une ordonnance portant que le droit de bourgeoisie serait accordé à quiconque viendrait s'établir dans Paris.
1475,,1475.0,1475.0,19 décembre : Le connétable de Saint-Pol est décapité en place de Grève
1477,,1477.0,1477.0,4 août : Le duc de Nemours est mis à mort.
1480,,1480.0,1480.0,"Grand froid, le vin gèle en dehors des celliers. Pierre Grognet indique : <span>« Mil quatre cent avecques quatre-vingtz, Lors ès celliers gellerent moult de vins »</span>."
1481,,1481.0,1481.0,"Famine. Pierre Grognet indique : <span>« Mil quatre cent quatre-vingtz et puis ung, Gros et menus moururent en commun »</span>."
1493,,1493.0,1493.0,"Jean Langlois, prêtre, devenu calviniste, considéré comme hérétique est brûlé vif à la voirie."
1498,,1498.0,1498.0,"Le pont Notre-Dame s'écroule avec toutes les maisons qu'il supporte, plusieurs personnes périssent noyés. Le prévôt des marchands et les échevins sont condamnés à une amende considérable pour avoir négligé l'entretien de ce pont."
1499,,1499.0,1499.0,"Crue de la Seine qui fait s’effondrer le pont Notre-Dame. Le poète Pierre Grognet indique <span>« Mil quatre cens quatre-vingtz dix et neuf, tomba le pont Notre-Dame de neuf. Ce cas advint en octobre treizième jour du matin viron l'heure neuvième »</span>."
1500-1507,,1500.0,1507.0,Reconstruction du pont Notre-Dame en pierre de taille.
1503,,1503.0,1503.0,"Edmond de La Fosse, un écolier hérétique, est brûlé vif  marché aux Pourceaux"
1515-1547,,1515.0,1547.0,"Jusqu'au règne de François Ier, les matières fécales sont transportées chaque jour aux décharges publiques, placées hors des portes de la ville."
1521,,1521.0,1521.0,"<time class=""nowrap date-lien"" datetime=""1521-04-25"" data-sort-value=""1521-04-25"">15 avril 1521</time>. Condamnation par la Sorbonne des théories de Luther."
1522,,1522.0,1522.0,Une épidémie de peste ravage la population.
1530,,1530.0,1530.0,"Création par François <abbr class=""abbr"" title=""premier"">I<sup>er</sup></abbr> du Collège de France sous le nom de « Collège royal »."
1531-1532,,1531.0,1532.0,À partir de décembre 1531; nouvelle épidémie de peste. La ville est obligée d'acheter 6 arpents de terre dans la plaine de Grenelle pour ensevelir les morts.
1534,,1534.0,1534.0,"17-<time class=""nowrap date-lien"" datetime=""1534-10-28"" data-sort-value=""1534-10-28"">18 octobre 1534</time>. Affaire des Placards. Les calvinistes placardent des textes de Calvin."
1536,,1536.0,1536.0,Siège de Paris par Charles Quint
1538,,1538.0,1538.0,"<time class=""nowrap date-lien"" datetime=""1538-08-08"" data-sort-value=""1538-08-08"">29 juillet 1538</time>. Explosion de la tour de La Forge, réserve de poudre touchée par la foudre."
1544,,1544.0,1544.0,"Les environs de Paris sont infestés de brigands. François <abbr class=""abbr"" title=""premier"">I<sup>er</sup></abbr> fait marcher contre eux de véritables armées"
1547,,1547.0,1547.0,"<time class=""nowrap date-lien"" datetime=""1547-05-02"" data-sort-value=""1547-05-02"">22 avril 1547</time>. Arrivée à Paris <i>via</i> la Seine du premier train de bois de chauffage."
1548,,1548.0,1548.0,"<time class=""nowrap date-lien"" datetime=""1548-09-09"" data-sort-value=""1548-09-09"">30 août 1548</time>. Inauguration du premier théâtre permanent à l'hôtel de Bourgogne."
1549,,1549.0,1549.0,"Juillet : Jacques <abbr class=""abbr"" title=""premier"">I<sup>er</sup></abbr> de Coucy est décapité en place de Grève."
1553,,1553.0,1553.0,Introduction à Paris des sorbets glacés par des glaciers italiens.
1557,,1557.0,1557.0,"4-<time class=""nowrap date-lien"" datetime=""1557-09-15"" data-sort-value=""1557-09-15"">5 septembre 1557</time>. Émeute des catholiques parisiens contre la Réforme."
1569,,1569.0,1569.0,"<time class=""nowrap date-lien"" datetime=""1569-07-10"" data-sort-value=""1569-07-10"">30 juin 1569</time>  : Les huguenots Philippe de Gastine, Richard de Gastine, son fils, et Nicolas Croquet, son gendre sont pendus et étranglés."
1572,,1572.0,1572.0,"23 au <time class=""nowrap date-lien"" datetime=""1572-09-03"" data-sort-value=""1572-09-03"">24 août 1572</time> : Massacre de la Saint-Barthélemy ; 2 000 morts."
1574,,1574.0,1574.0,"<time class=""nowrap date-lien"" datetime=""1582-10-25"" data-sort-value=""1582-10-25"">25 octobre 1582</time> : Nicolas de Salcède est écartelé en place de Grève."
1585,,1585.0,1585.0,La communauté des escrimeurs de Paris adopte le terme de <i>maître d'armes</i>.
1587,,1587.0,1587.0,Création d'une chaire d'arabe au Collège de France.
1588,,1588.0,1588.0,"« Journée des barricades », début de la Ligue à Paris"
1589,,1589.0,1589.0,Octobre : deuxième siège de Paris par Henri IV.
1590,,1590.0,1590.0,mars-septembre : troisième siège de Paris par Henri IV; 100 000 morts.
1591,,1591.0,1591.0,"<time class=""nowrap date-lien"" datetime=""1594-12-29"" data-sort-value=""1594-12-29"">29 décembre 1594</time> : Jean Châtel est écartelé en place de Grève."
1600, Paris compte 300 000 habitants,1600.0,1600.0,"<time class=""nowrap date-lien"" datetime=""1602-09-27"" data-sort-value=""1602-09-27"">27 septembre</time> : Guy Éder de La Fontenelle est roué vif en place de Grève."
1603,,1603.0,1603.0,"<time class=""nowrap date-lien"" datetime=""1603-12-02"" data-sort-value=""1603-12-02"">2 décembre</time> : Julien et Marguerite de Ravalet sont décapités en place de Grève."
1607-1608,,1607.0,1608.0,Hiver glacial. La Seine gèle en janvier 1608.
1607-1612," construction de l'Hôpital Saint-Louis-de la place Royale, actuelle place des Vosges",1607.0,1612.0,"<time class=""nowrap date-lien"" datetime=""1610-05-27"" data-sort-value=""1610-05-27"">27 mai</time> : François Ravaillac est écartelé en place de Grève."
1615-1616,,1615.0,1616.0,"Hiver glacial. La Seine gèle du <abbr class=""abbr"" title=""Premier"">1<sup>er</sup></abbr> au 30 janvier. Lors de la débâcle, le pont Saint-Michel est emporté et la ville est inondée. Aux environs de Paris, l’épaisseur de la couche de neige dépasse la taille d’un homme."
1617,,1617.0,1617.0,"<time class=""nowrap date-lien"" datetime=""1617-07-08"" data-sort-value=""1617-07-08"">8 juillet</time> : Léonora Galigaï, veuve de Concino Concini est décapitée puis brûlée en place de Grève."
1621,,1621.0,1621.0,"<time class=""nowrap date-lien"" datetime=""1621-12-10"" data-sort-value=""1621-12-10"">10 décembre</time> : Jean Fontanier est brûlé avec ses écrits en place de Grève."
1626,,1626.0,1626.0,"Commencement de nouvelles fortifications qui suivait à peu-près la ligne des boulevards actuels et qui étaient formés de bastions, de courtines plantées d'arbres et de fossés."
1627,,1627.0,1627.0,"<time class=""nowrap date-lien"" datetime=""1627-06-27"" data-sort-value=""1627-06-27"">27 juin</time> : François de Montmorency-Bouteville et François de Rosmadec, comte de Chapelles sont décapités en place de Grève."
1628,,1628.0,1628.0,Publication de la première étude de l'argot parisien de Chéreau.
1630, achèvement de l'Hôtel de Sully dans le Marais,1630.0,1630.0,30 mai : Premier numéro du périodique parisien La Gazette de France.
1632,,1632.0,1632.0,"<time class=""nowrap date-lien"" datetime=""1632-05-10"" data-sort-value=""1632-05-10"">10 mai</time> : Louis de Marillac est décapité en place de Grève."
1633, achèvement de l'église Saint-Eustache,1633.0,1633.0,"<time class=""nowrap date-lien"" datetime=""1634-03-13"" data-sort-value=""1634-03-13"">13 mars</time> : Première séance de l'Académie française."
1636,,1636.0,1636.0,Disette et peste
1638,,1638.0,1638.0,"Disette et peste, de nouveau."
1642, Construction de l'Hôtel Lambert par Le Vau,1642.0,1642.0,Ouverture et fermeture du premier point de vente de café à Paris. Il faut attendre encore vingt ans pour voir le café s'imposer à Paris.
1648,,1648.0,1648.0,27 août : Journée des barricades; Plus de 1 200 barricades à Paris pour protester contre « les abus de l'État ». Les émeutiers obtiennent la libération de plusieurs centaines de prisonniers.
1649,,1649.0,1649.0,"Siège de Paris durant la Fronde, mené par le Grand Condé contre son frère Armand de Bourbon-Conti"
1650,,1650.0,1650.0,"Vers 1650, sous le règne de Louis XIV, Paris a environ 500 000 habitants et compte 500 grandes rues, 9 faubourgs, 100 places, 9 ponts, 25 000 maisons dont 4 000 à porte cochère."
1651,,1651.0,1651.0,15 mai : première course de chevaux moderne organisée à Paris. Deux cavaliers s’affrontent sur un parcours dans le Bois de Boulogne. L’arrivée est jugée au château de Madrid en présence du jeune Louis XIV.
1652,,1652.0,1652.0,2 juillet : Bataille du faubourg Saint-Antoine entre l'armée royale commandée par Turenne et les troupes de la Fronde commandée par Condé.
1658,,1658.0,1658.0,"27 février : La plus grande crue de la Seine avec 8,96 <abbr class=""abbr"" title=""mètre"">m</abbr> à l'échelle d'Austerlitz."
1617-1676,,1617.0,1676.0,"<time class=""nowrap date-lien"" datetime=""1661-12-29"" data-sort-value=""1661-12-29"">29 décembre</time> : Jacques Chausson et son complice Jacques Paulmier, dit <i>Fabri</i> sont brûlés vifs en place de Grève."
1662,,1662.0,1662.0,"<time class=""nowrap date-lien"" datetime=""1662-09-01"" data-sort-value=""1662-09-01"">1<sup>er</sup> septembre</time> : Claude Le Petit est étranglé puis brûlé en place de Grève."
1667,,1667.0,1667.0,Achèvement des bâtiments de l'abbaye du Val-de-Grâce.
1670,,1670.0,1670.0,"<time class=""nowrap date-lien"" datetime=""1670-08-05"" data-sort-value=""1670-08-05"">5 août</time> : François Sarrazin a son poing coupé puis est brûlé vif en place de Grève."
1672,,1672.0,1672.0,Inauguration de la Porte Saint Denis.
1674,,1674.0,1674.0,Octobre : Premiers pensionnaires hébergés à l'hôtel des Invalides.
1676,,1676.0,1676.0,"<time class=""nowrap date-lien"" datetime=""1676-07-17"" data-sort-value=""1676-07-17"">17 juillet</time> : Marie Madeleine Dreux d'Aubray, marquise de Brinvilliers est décapitée en place de Grève."
1680,,1680.0,1680.0,"<time class=""nowrap date-lien"" datetime=""1680-02-22"" data-sort-value=""1680-02-22"">22 février</time> : Catherine Deshayes, dite <i>la Voisin</i> est brûlée vive en place de Grève."
1685, Construction de la Place des Victoires,1685.0,1685.0,"Ouverture du café Procope, plus vieux café de Paris."
1693-1694,,1693.0,1694.0,Grande famine
1699-1700,,1699.0,1700.0,Nouvelle disette
1702,,1702.0,1702.0,"Paris compte 20 quartiers, 14 faubourgs et 2 villages."
1708-1709,,1708.0,1709.0,"Grande famine avec environ 1,4 million de morts en France. Paris est approvisionné pour la première fois le 5 avril. Dégel en avril."
1717,,1717.0,1717.0,"<time class=""nowrap date-lien"" datetime=""1717-05-07"" data-sort-value=""1717-05-07"">7 mai</time> au <time class=""nowrap date-lien"" datetime=""1717-06-20"" data-sort-value=""1717-06-20"">20 juin</time> : visite du tsar Pierre <abbr class=""abbr"" title=""premier"">I<sup>er</sup></abbr> de Russie qui loge à l'hôtel de Lesdiguières et rencontre le Régent ainsi que le jeune Louis XV."
1720,,1720.0,1720.0,"Vers 1720, sous le règne de Louis XV, les noms des rues sont indiqués sur des écriteaux et on commence à numéroter les maisons. On substitue à l'éclairage par des chandelles l'éclairage par des réverbères à huile. Le guet qui compte 180 archers et 850 fantassins est réformé."
1721,,1721.0,1721.0,"<time class=""nowrap date-lien"" datetime=""1721-11-28"" data-sort-value=""1721-11-28"">28 novembre 1721</time> : Louis Dominique Cartouche est roué vif en place de Grève."
1722,,1722.0,1722.0,"Paris s'accroit de près de 4 000 arpents. Le bourg du Roule est érigé en faubourg, le quartier Gaillon commence à être construit."
1739-1740,,1739.0,1740.0,"Hiver glacial. 75 jours de gelées à Paris, dont 22 consécutifs. La Seine gèle sur 40 <abbr class=""abbr"" title=""centimètre"">cm</abbr> de profondeur. Froid d’octobre à mars."
1740,,1740.0,1740.0,"26 décembre : La troisième crue plus grande de la Seine, avec 8,05 <abbr class=""abbr"" title=""mètre"">m</abbr>."
1741,,1741.0,1741.0,"Edmond Jean François Barbier indique pour le mois de janvier : « D’un côté, la plaine de Grenelle et tout le canton des Invalides, le grand chemin de Chaillot, le Cours et les Champs-Elysées, tout est couvert d’eau. Elle vient même par la porte Saint-Honoré jusqu’à la place Vendôme. Le quai du Louvre, le quai des Orfèvres, le quai de la Ferraille, le quai des Augustins, la rue Fromentau jusqu’à la place du Palais-Royal, tout est en eau. Le côté de Bercy, de la Râpée, de l’Hôpital Général, de la porte et quai Saint-Dernard, c’est une pleine mer. La place Maubert, la rue de Bièvre, la rue Perdue, la rue Galande, la rue des Rats et la rue du Fouarre, c’est pleine rivière. Toutes les boutiques sont fermées ; de tous les côtés on est réfugié au premier étage, et c’est un concours de bateaux, comme en été, au passage des Quatre-Nations (l’Institut). La place de Grève est remplie d’eau, la rivière y tombe par-dessus le parapet… Dans les rues de Paris où il y a des égouts, l’eau de la rivière y gonfle, se répand dans la rue et il faut y passer dans des bateaux ou sur des planches. La rue de Seine, faubourg Saint-Germain, est remplie d’eau qui entre des deux côtés dans les maisons… On ne passe que sur le Pont-Royal et sur le Pont-Neuf… On a vu dans la place Maubert porter le Bon Dieu dans un bateau… Il y eut quelques maisons détruites et renversée par les eaux, entre autres une, rue Saint-Dominique vis-à-vis le couvent de Belle-Chasse, appartenant à M. le duc de Saint-Simon ; il y en avait une partie vieille et l’autre rebâtie à neuf. La partie vieille a résisté… Il y a des ordres pour visiter les fondemens quand la rivière sera retirée et le dommage sera considérable… »"
1748,,1748.0,1748.0,"La place Louis XV, l'avenue de Neuilly et le Champ-de-Mars sont ouverts."
1750,,1750.0,1750.0,"<time class=""nowrap date-lien"" datetime=""1750-07-06"" data-sort-value=""1750-07-06"">6 juillet 1750</time> : Jean Diot et Bruno Lenoir sont étranglés puis brûlés en place de Grève."
1751,,1751.0,1751.0,Début de la construction de l'École Militaire.
1752," ouverture de la <i>Salle de Marine</i> au Louvre, base du futur Musée de la Marine",1752.0,1752.0,"Le 13 juin la Seine s'élève au pont de la Tournelle à la cote de 3,95 mètres"
1764,,1764.0,1764.0,"<time class=""nowrap date-lien"" datetime=""1766-05-09"" data-sort-value=""1766-05-09"">9 mai 1766</time> : Thomas Arthur de Lally-Tollendal est décapité en place de Grève."
1772,,1772.0,1772.0,Incendie de l'Hôtel-Dieu.
1775,,1775.0,1775.0,Ouverture de l'Hôtel de la Monnaie.
1775-1776,,1775.0,1776.0,"Hiver glacial dans le nord de la France. Normal au Centre et dans le Sud du pays. Grand froid à partir du 8 janvier 1775 jusqu’au début février. Température record : -<span title=""1°F ou 256 K"">−17,2</span> <abbr class=""abbr"" title=""degré Celsius"">°C</abbr> à Paris le 29 janvier. La Seine est gelée du 25 janvier au 6 février."
1777,,1777.0,1777.0,Construction de la <i>Folie d'Artois</i> ou Château de Bagatelle dans le Bois de Boulogne.
1780,,1780.0,1780.0,Construction des Galeries du Palais-Royal.
1782,,1782.0,1782.0,9 avril : inauguration du Théâtre de l'Odéon.
1783,,1783.0,1783.0,"21 novembre : Premier vol d’un homme en ballon. Le Français Pilâtre de Rosier réalise cette première sur un ballon conçu et réalisé par les frères Montgolfier. Ce premier vol au-dessus de Paris dure 28 minutes et le ballon atteint les 1 000 <abbr class=""abbr"" title=""mètre"">m</abbr> d’altitude."
1783-1784,,1783.0,1784.0,"Glacial, à la suite de l'éruption des Lakagígar, en Islande. Froid dans le Nord de novembre à avril. Neige abondante entre le 26 décembre et le 17 février. 69 jours de gels consécutifs à Paris. Température record : -<span title=""−2,4°F ou 254,1 K"">−19,1</span> <abbr class=""abbr"" title=""degré Celsius"">°C</abbr> à Paris. Grand froid du 7 janvier au 4 février. La Seine gèle pendant deux mois."
1784,,1784.0,1784.0,"Hiver glacial. 56 jours de gelées consécutives à Paris. La Seine gèle du 20 novembre au 20 janvier. Température record : -21,8°C à Paris le 31 décembre 1788."
1789,,1789.0,1789.0,6 octobre : Installation de Louis XVI au palais des Tuileries
1790,,1790.0,1790.0,14 juillet : Fête de la Fédération célébrée au Champ-de-Mars.
1791,,1791.0,1791.0,"Premières levées de Volontaires nationaux dans les districts de Paris, de Franciade et de Bourg-de-l'Égalité pendant la Révolution."
1792,,1792.0,1792.0,20 septembre : Fin de la première Terreur.
1793,,1793.0,1793.0,8 novembre : ouverture du Museum central des Arts de la République au Louvre.
1794,,1794.0,1794.0,Création du Musée de Minéralogie.
1795,,1795.0,1795.0,11 octobre : Découpage en 12 arrondissements.
1797,,1797.0,1797.0,28 avril : ouverture au public de la Bibliothèque de l'Arsenal.
1800,,1800.0,1800.0,24 décembre : attentat manqué contre Bonaparte par des royalistes (22 morts).
1802,,1802.0,1802.0,Début de la démolition du grand Châtelet. Elle s'achève en 1813.
1803,,1803.0,1803.0,"<time class=""nowrap date-lien"" datetime=""1803-08-09"" data-sort-value=""1803-08-09"">9 août</time> : démonstration du bateau à vapeur de l'ingénieur américain Robert Fulton sur la Seine."
1804,,1804.0,1804.0,"<time class=""nowrap date-lien"" datetime=""1804-12-02"" data-sort-value=""1804-12-02"">2 décembre</time> : sacres de Napoléon <abbr class=""abbr"" title=""premier"">I<sup>er</sup></abbr> et de l'impératrice Joséphine à la cathédrale Notre-Dame."
1806,,1806.0,1806.0,"<time class=""nowrap date-lien"" datetime=""1806-10-24"" data-sort-value=""1806-10-24"">24 octobre</time> : inauguration du pont d'Austerlitz."
1807,,1807.0,1807.0,29 juillet : Décret réduisant le nombre de théâtres parisiens à 8.
1808,,1808.0,1808.0,Début de la démolition de la tour du Temple. Elle s'achève en 1810.
1810,,1810.0,1810.0,"<time class=""nowrap date-lien"" datetime=""1810-08"" data-sort-value=""1810-08"">août</time> : inauguration de la colonne d'Austerlitz (actuelle « colonne Vendôme »)."
1811,,1811.0,1811.0,"<time class=""nowrap date-lien"" datetime=""1811-09-18"" data-sort-value=""1811-09-18"">18 septembre</time> : création du bataillon des sapeurs-pompiers de Paris."
1814,,1814.0,1814.0,"<time class=""nowrap date-lien"" datetime=""1814-03-31"" data-sort-value=""1814-03-31"">31 mars</time> au <time class=""nowrap date-lien"" datetime=""1814-06-03"" data-sort-value=""1814-06-03"">3 juin</time> : occupation de Paris par les armées coalisées en présence de l'empereur Alexandre de Russie et du roi Frédéric-Guillaume III de Prusse. Arrivée du roi Louis XVIII le <time class=""nowrap date-lien"" datetime=""1814-05-03"" data-sort-value=""1814-05-03"">3 mai</time>."
1815,,1815.0,1815.0,"<time class=""nowrap date-lien"" datetime=""1815-12-07"" data-sort-value=""1815-12-07"">7 décembre</time> : exécution du maréchal Ney, avenue de l'Observatoire, qui avait <span>« trahi le Roi avant le 23 mars »</span> (1815) : ordonnance du 24 juillet 1815."
1816,,1816.0,1816.0,5 000 lanternes éclairent 1 600 rues parisiennes. Nombreuses plaintes liées à la mauvaise qualité de cet éclairage. On adopte alors la technique londonienne d’éclairage au gaz inaugurée outre-Manche en 1804. Le passage couvert des Panoramas profite le premier de cette innovation.
1817,,1817.0,1817.0,8 juillet : Inauguration des <i>montagnes russes</i> au jardin Beaujon.
1819,,1819.0,1819.0,Les sapeurs-pompiers de Paris se dotent d’un gymnase.
1820,,1820.0,1820.0,"<time class=""nowrap date-lien"" datetime=""1820-02-13"" data-sort-value=""1820-02-13"">13 février</time> : assassinat du duc de Berry par le bonapartiste Louvel, à la sortie de l'Opéra."
1822,,1822.0,1822.0,"<time class=""nowrap date-lien"" datetime=""1822-09-21"" data-sort-value=""1822-09-21"">21 septembre</time> : exécution par la guillotine des quatre sergents de La Rochelle, en place de Grève."
1824,,1824.0,1824.0,"<time class=""nowrap date-lien"" datetime=""1824-10"" data-sort-value=""1824-10"">octobre</time> : inauguration du premier magasin de confection de série, <i>À la Belle Jardinière</i> de Pierre Parissot."
1825,,1825.0,1825.0,"28 novembre : 100 000 à 200 000 personnes défilent dans les rues de Paris pour les obsèques du général Foy, député d'opposition."
1826,,1826.0,1826.0,"<time class=""nowrap date-lien"" datetime=""1826-07-16"" data-sort-value=""1826-07-16"">16 juillet</time> : premier numéro du quotidien parisien <i>Le Figaro</i>."
1827,,1827.0,1827.0,"En novembre, la police fait feu sur les émeutiers, lors de manifestations, en particulier rue Saint-Martin et rue Saint-Denis."
1828,,1828.0,1828.0,"<time class=""nowrap date-lien"" datetime=""1828-01-30"" data-sort-value=""1828-01-30"">30 janvier 1828</time>. Premières lignes d’omnibus avec voitures tractées par des chevaux afin d’assurer les transports en communs."
1829,,1829.0,1829.0,"<time class=""nowrap date-lien"" datetime=""1829-10-15"" data-sort-value=""1829-10-15"">15 octobre</time> : premier numéro du quotidien parisien <i>Le Temps</i> (disparu en 1842)."
1830,,1830.0,1830.0,"<time class=""nowrap date-lien"" datetime=""07-27"" data-sort-value=""07-27"">27</time>, <time class=""nowrap date-lien"" datetime=""07-28"" data-sort-value=""07-28"">28</time> et <time class=""nowrap date-lien"" datetime=""1830-07-29"" data-sort-value=""1830-07-29"">29 juillet</time> : insurrection populaire dite des « Trois Glorieuses » qui aboutit à la déposition du roi Charles X (951 morts, dont 163 militaires)."
1832,,1832.0,1832.0,"<time class=""nowrap date-lien"" datetime=""04-13"" data-sort-value=""04-13"">13</time> et <time class=""nowrap date-lien"" datetime=""1834-04-14"" data-sort-value=""1834-04-14"">14 avril</time> : nouvelle insurrection républicaine qui se termine par le massacre de la rue Transnonain (12 morts)."
1835,,1835.0,1835.0,"Ouverture du premier palace parisien, l'Hôtel Meurice."
1836,,1836.0,1836.0,Décembre : nouvelle crue de la Seine
